Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
009d5f9e0d81707c86da1d6287981f496831c2ff,6f2cc4053af60221e38f6ab9fd083abee209098b045aa15a4c305cd8f489ab76370f6eeb6848ddb78351bed307eb6904e67dff56a822daa21076b0f660787fb8,11/26/2016 7:00,11/26/2016 7:15,1080,18.9,,,,,$45.50 ,$10.10 ,$0.00 ,$4.50 ,$60.60 ,Credit Card,,,,,,,
009d99ff3418412c82721a851bb0ad967d75dc3c,207444e513cd25ef83168f795db017dd5f6edc607c0151aed0d26380093db65f9297453b2ef83e86bc4137db9447b8344e27b0900d3fcefc58a3ddd6c61e3101,11/25/2016 20:15,11/25/2016 20:30,660,6.5,,,8,21,$17.75 ,$0.00 ,$0.00 ,$2.00 ,$19.75 ,Cash,Choice Taxi Association,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.9386662,-87.71121059,POINT (-87.711211 41.938666)
009dbe944ca5b70119919c0348b81243794dd2aa,6cdd4735e3d1cfa280243de882072a5259e22eeb31858ff39590f060b3eabbd772b8d4f97ad109f861b736b71b28aa8494d771587ca0b97bfe45d2b49d2c54cc,11/29/2016 8:30,11/29/2016 8:45,720,1.7,17031081402,17031839100,8,32,$9.00 ,$1.00 ,$0.00 ,$0.00 ,$10.00 ,Credit Card,,41.89197151,-87.61294541,POINT (-87.612945 41.891972),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
009de535779ab28dd056db2a30a7853d29c140ce,NA,11/27/2016 19:45,11/27/2016 20:00,720,0,17031081300,17031081800,8,8,$8.00 ,$0.00 ,$0.00 ,$1.00 ,$9.00 ,Cash,Blue Ribbon Taxi Association Inc.,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
009e1c3d4c53e3cd9eb69dcd846fa98f8581c1a3,f700a48f7f873c75b2e8e41f0363ca3fb7649d2e99d63c86461613502b2b435ed36cf5063fc3d0705b0a339dab2c5bda6139607cee0d9d4d6e518c7b9d1d6b26,11/30/2016 23:00,11/30/2016 23:15,900,0.1,17031838100,17031081500,28,8,$11.25 ,$0.00 ,$0.00 ,$1.00 ,$12.25 ,Cash,Taxi Affiliation Services,41.87866742,-87.67165362,POINT (-87.671654 41.878667),41.89250778,-87.62621491,POINT (-87.626215 41.892508)
009e24e99d95108f7dafabc7a8af48ae1c24a57d,2e92587d66f35bf3263894899d0b1e27359d22adaa97d248cfebcdc71db70634eeb09dbd8cb550180a2026e5818508f8a446537904a6354e12dbd55b209f2b02,11/26/2016 21:45,11/26/2016 21:45,60,0.2,17031081201,17031081000,8,8,$3.75 ,$0.00 ,$0.00 ,$0.00 ,$3.75 ,Cash,,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.90026569,-87.63210922,POINT (-87.632109 41.900266)
009ec312351ffcda90b8244c0e1aa6914a5751ab,829068cca943239510ecaf4b37471e8d7816c49b70f7c662812af716258dcb4c37097ed7e356982466a1fd30ce2a06c5c2bd1c706887df580f51e1f62cca06b1,11/24/2016 8:30,11/24/2016 8:45,1020,6.8,,,,,$20.00 ,$0.00 ,$0.00 ,$0.00 ,$20.00 ,Cash,,,,,,,
009ef6fa42ed2a23762e49ce7ad9c910306e90c9,bc926a3f4b4b068427b4bc0c26e4d1d5fe59aff06337689aa5f42444ffccd09d9e04c1cca5ac7e53452b56f747209813ae66f1d94848715ebc7c141c8e6db753,11/30/2016 21:45,11/30/2016 22:00,300,1.1,,,,,$6.25 ,$0.00 ,$0.00 ,$0.00 ,$6.25 ,Cash,,,,,,,
009f26d7cda6e84d96a9ae7cdd803bb42ae6fe14,3f6562a2a18861cf21a21101c14cc91dd7c4d72cdce80f3252c67c3ddf96b1a2546c01536f3c9adc5c13fa75b274398ca154d7a4bdc41fc99f768d8801f6bdfe,11/29/2016 17:15,11/29/2016 17:45,1260,1,17031081300,17031081403,8,8,$10.50 ,$3.00 ,$0.00 ,$0.00 ,$14.00 ,Credit Card,,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.89092203,-87.61886836,POINT (-87.618868 41.890922)
009f277c825b37bf3296594149cdc99d62011558,3d0f28391371d13655fe6916bb5304225945545eccc922a58d764690b1bc6aa906a4734fe3e39f94fc1d53f4b5cf7fb213512fa31eec1450a85bb15833bd656b,11/28/2016 19:15,11/28/2016 19:15,420,0.6,17031081403,17031081500,8,8,$6.00 ,$0.00 ,$0.00 ,$1.50 ,$7.50 ,Cash,Choice Taxi Association,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.89250778,-87.62621491,POINT (-87.626215 41.892508)
009fde19f8b901386e6779d4902b8e7f12042cac,50fcee6711df1d794e4f337c99f44abe8109795ec69474fe5276c335e2a6204ec1158bef970303b2d6769c2c85cb302fd305d1365d0a13cbd860f1701e89106b,11/28/2016 10:15,11/28/2016 10:30,1080,2.4,17031081401,17031841900,8,28,$11.25 ,$0.00 ,$0.00 ,$0.00 ,$11.25 ,Cash,,41.89503345,-87.61971067,POINT (-87.619711 41.895033),41.86790242,-87.64295867,POINT (-87.642959 41.867902)
00a0094c67a96a206801084fe325bd33bb9bc5ff,81bcd3c47c7d992b9a8920b248287f97001aab1f9977b1f452d7cfce8f1ff39ba2e91b7309d617856c0b8f1681a37994b382b2ff5a013fe0d6fc8161c40fa3e1,11/28/2016 16:15,11/28/2016 16:45,1620,8.4,,,76,,$24.50 ,$8.00 ,$0.00 ,$17.50 ,$50.00 ,Credit Card,Taxi Affiliation Services,41.98026432,-87.9136246,POINT (-87.913625 41.980264),,,
00a038bfb36ce0ad9f3ea7503c11bc18dc3e7cb2,f760c301740afe577d6c0e2f6de2cfecccf6ede158b8a3825331005da37a008716599169f4b467bc8b88e65318b5008499ad0ea4e05a7465c6bce4a1d5e70350,11/28/2016 17:00,11/28/2016 17:15,1200,7.3,,,,,$20.50 ,$0.00 ,$0.00 ,$0.00 ,$20.50 ,Cash,,,,,,,
00a0558af1e7d80ce9d074e49cd58cb151df8473,99ab5248605aa4afb82e6be7d50d531fd8e423980159bbfb10d05e9d025522bde4b6b357da53e9a809fa24398085b539ee5e1d6408872264b9dbb9c9e7b4c6d0,11/24/2016 9:00,11/24/2016 9:00,240,0.7,,,8,8,$5.00 ,$0.00 ,$0.00 ,$1.00 ,$6.00 ,Cash,Dispatch Taxi Affiliation,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.89960211,-87.63330804,POINT (-87.633308 41.899602)
00a082e4694d0785c0af54a79a8141aafb3b2207,c60633c5d2053dd1c2076286b88196cf83f4fe0ecc194556cb7405d8056f3faa11d83458699f8a332e522c255b47a8daf820c31baed2a84873ddbf60941b1c0c,11/28/2016 7:00,11/28/2016 7:15,660,1.7,17031081600,17031839100,8,32,$9.00 ,$0.00 ,$0.00 ,$0.00 ,$9.00 ,Cash,,41.89207264,-87.62887416,POINT (-87.628874 41.892073),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
00a111fa347fd11a1b7069d4dea9ae606f818aa4,15ef370c43ac1e94f80c6d15212d992c7730492faa50eb9d15cd0416b9718cc39f84f0440bdb74fcf267946f9075d87302212ec52bfb17f718302a45401852b1,11/30/2016 21:00,11/30/2016 21:45,2700,36.1,,,,,$84.75 ,$24.35 ,$0.00 ,$37.00 ,$146.10 ,Credit Card,,,,,,,
00a125d98c65fb207fb54b78351f20b1907bb9c7,d75b59b46fe56e246c05c02b4fe4faf02108d0f981a6d51235ffb8f14ad1eaf742e9bdff6661a367aefd6b4571c4baf9eb3657e9ccc989d01699dcb5350be550,11/27/2016 20:15,11/27/2016 20:30,960,2.8,,,8,24,$11.00 ,$0.00 ,$0.00 ,$1.50 ,$12.50 ,Cash,,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.90120699,-87.67635599,POINT (-87.676356 41.901207)
00a14ffb6090e685f70e7078eebf40ff6013facd,8820d05ed4f054f9b52842e8018ec0b0ae18b45a766af2a155c93a6cbb196a93aaa035821007d02db18130cb83ca5cb49698e309dec3d59ea444ef4647161469,11/24/2016 11:45,11/24/2016 12:00,360,1.15,17031081403,17031320400,8,32,$6.25 ,$0.00 ,$0.00 ,$1.50 ,$7.75 ,Cash,,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.87740612,-87.62197165,POINT (-87.621972 41.877406)
00a1608dcf7201422951abb01fedd209170a5dc2,a0555bb6e0157e982e0df2c02256fe99105d82992f8a299d0d79da4c39bb39b72683b2e05d9e341b0d7228dfa0834d215a6c96e2c002162c6e8767fd014ae2f6,11/29/2016 6:30,11/29/2016 6:30,360,1.7,17031280100,17031081403,28,8,$7.50 ,$0.00 ,$0.00 ,$0.00 ,$7.50 ,Cash,Dispatch Taxi Affiliation,41.88530002,-87.64280847,POINT (-87.642808 41.8853),41.89092203,-87.61886836,POINT (-87.618868 41.890922)
00a192107cee828e1da8ffd0a8c5459e1f963066,f9448164dcb56f4f31c2b2ad562f31443a01885c2bda20d6325a0747c9857007a024d358c98ed634fba5791a9dcbaf7252302b7dad34fa6bea7e625d2d185d4e,11/25/2016 17:15,11/25/2016 17:15,300,0.82,,,28,32,$5.50 ,$0.00 ,$0.00 ,$1.00 ,$6.50 ,Cash,,41.87400538,-87.66351755,POINT (-87.663518 41.874005),41.87886558,-87.62519214,POINT (-87.625192 41.878866)
00a1a916467e3381e8c4350b8304cd989b81e0b9,1d5c92da7f240e8a24b8ca4635a64a519961d69afafbf8d17116a133833b1ce464e7d68b137a9c4faf4cec8c3d1ca6bd4637610a5f51bd3cc2569336d6937a9b,11/28/2016 7:15,11/28/2016 7:15,0,0,17031980100,17031980100,56,56,$3.25 ,$0.00 ,$0.00 ,$4.50 ,$7.75 ,Cash,Chicago Medallion Leasing INC,41.78599852,-87.75093429,POINT (-87.750934 41.785999),41.78599852,-87.75093429,POINT (-87.750934 41.785999)
00a1d7170d54057b595feb95f6e079c8cfd69324,51e37146cd6467734e50a00ffe2ebbb77ee35e5f2078170a20f6737a68d947bb414cbcd35da3e6c0debb5cab2f52437452937a1dbd8ebb49c993dee21d202448,11/26/2016 19:00,11/26/2016 19:15,1140,13.5,,,14,,$34.00 ,$11.40 ,$0.00 ,$22.50 ,$68.40 ,Credit Card,,41.968069,-87.72155906,POINT (-87.721559 41.968069),,,
00a28c556481623ca390d1cdc2cc2d5b8d463f83,0afcfc60db49defe817831f98a2b8ce481272e7c9b2799d9ad52090ff3ac9b6a583fc220dc4a88b12953d83c449f30af37067a5417c3be51645f19d23cca3d73,11/30/2016 16:30,11/30/2016 17:00,2280,0.5,,,38,56,$26.00 ,$5.00 ,$0.00 ,$0.00 ,$31.00 ,Credit Card,Taxi Affiliation Services,41.81294894,-87.61785968,POINT (-87.61786 41.812949),41.79259236,-87.76961545,POINT (-87.769615 41.792592)
00a28e68d755f3983b26e287e164d31fca2aa5e5,3a02f2544f0f22617df502d1af546a9292f20da505d4498eba78528d6cb3c40ffdc85e464b7a9a4ddca11db94e46e6340ce47d718730a0156c5a95d71b7b23a4,11/27/2016 13:15,11/27/2016 13:30,600,0,17031330100,17031320600,33,32,$7.00 ,$0.00 ,$0.00 ,$0.00 ,$7.00 ,Cash,Taxi Affiliation Services,41.85934972,-87.61735801,POINT (-87.617358 41.85935),41.87060737,-87.62217294,POINT (-87.622173 41.870607)
00a2c85f5076d27e3912ad7670df1ba968eb7be9,9a2c3954c98603a0faa433c5f816a5da927f9aafad246005113146990b5e0787ca840b45f115f1131903eaf47ee23d20f33a88267951efa19e907131e2de38e5,11/30/2016 20:45,11/30/2016 21:00,720,1.9,17031839100,17031081201,32,8,$9.50 ,$0.00 ,$0.00 ,$0.00 ,$9.50 ,Cash,5074 - 54002 Ahzmi Inc,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89915561,-87.62621053,POINT (-87.626211 41.899156)
00a2d2876ef33143b2c4370787177a9d0b3ec8b6,31be1d0f5781cd789da14c7d6ad558cc03898eba376986b37fcf99ca374f385f3f557b62e778548489089f190323d42d930107aa672ebcb0417cfd8251814487,11/27/2016 10:00,11/27/2016 10:30,1380,0.8,,,6,76,$36.75 ,$0.00 ,$0.00 ,$0.00 ,$36.75 ,Cash,Taxi Affiliation Services,41.9442266,-87.65599818,POINT (-87.655998 41.944227),41.98026432,-87.9136246,POINT (-87.913625 41.980264)
00a2d464164d532095242a6ed4be6df4784b0e4f,559ecefc084fc81d4659343a5b0c42e4422cb0565fff79db91f9b98f5f3bb6139ed8479d427516405b00ec5285783f521e11f6433ad490007943e0036f0f9f02,11/29/2016 13:30,11/29/2016 13:30,0,0,17031841000,17031841000,33,33,$3.25 ,$0.00 ,$0.00 ,$1.00 ,$4.25 ,Cash,Taxi Affiliation Services,41.84924675,-87.6241353,POINT (-87.624135 41.849247),41.84924675,-87.6241353,POINT (-87.624135 41.849247)
00a33be878913b3daecf0ece2ff758c34c4854b2,1e0e8534bf64de34501130ca0892fe92bdaaab3b22ad1a436ff11391dd0b41c9342ada3d2686a8bde2283bd1cb3cffab918dcb0f07dc01b703d07cbe615dc7a2,11/26/2016 22:15,11/26/2016 22:15,0,0,,,60,,$3.25 ,$0.00 ,$0.00 ,$0.00 ,$3.25 ,Cash,Blue Ribbon Taxi Association Inc.,41.83615016,-87.64878795,POINT (-87.648788 41.83615),,,
00a34a0dee2d97b74604fe6ebea0cd3683b36721,1a30531bb84733fd77ff82bc683753286ceedaae406d2bd7f7b29c8a2c45f38792ea84f3029025c977dbc504977811bd6e5a3983c1557a07f6dcf75822207e95,11/30/2016 23:15,11/30/2016 23:15,360,1.2,17031839100,17031833100,32,28,$6.50 ,$2.00 ,$0.00 ,$0.00 ,$8.50 ,Credit Card,Dispatch Taxi Affiliation,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.87906699,-87.65700503,POINT (-87.657005 41.879067)
00a34d2a1dab7121bb07f718db61a1ec45c5e88a,19d93abea9fd857b65b60ce6986e50ae7277f32285e22000acefb7dd9a752a377c0691345e1a2bf8273f08eec1e2200a415988210f7f301e3a124a116de9151d,11/29/2016 16:45,11/29/2016 17:15,1300,2.26,17031281900,17031081202,28,8,$12.25 ,$2.55 ,$0.00 ,$0.00 ,$15.30 ,Credit Card,,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.90278805,-87.62614559,POINT (-87.626146 41.902788)
00a3d0322747c0e9032b85685d9aed1cca457d59,cec01628ad5884e8127e26efda81f5a2d4abb6c0d9bccdccccae508a7505065224ba5faad0010042397ce6941d54fcdb0be715412bfcddbd4dd2b2203e2b601e,11/25/2016 19:15,11/25/2016 19:15,120,0.6,17031080100,17031081202,8,8,$4.75 ,$0.00 ,$0.00 ,$1.50 ,$6.25 ,Cash,,41.90752008,-87.6266589,POINT (-87.626659 41.90752),41.90278805,-87.62614559,POINT (-87.626146 41.902788)
00a45732fb5808e8cd795df25009d6ed1f6660a7,508bc6362004f6e110c72f6698d63a0071ed17d1baceb2404512dac6e108ae77ce5503debc08dbf855f48d108671528b48325982d097d4086c91fda653bb05c5,11/27/2016 14:45,11/27/2016 15:00,366,1.1,,,,,$6.50 ,$0.00 ,$0.00 ,$1.00 ,$7.50 ,Cash,,,,,,,
00a480a2856d78b7315e20884a5e5504f13e6f0f,fc0c7db172c81d1a2ab72cc31b27f4917d40ee8d0a43d66c5fdd0600457168f7c8728a9a9ebdc30102d5c663f45458bc53fb0fcdcae87254fffd99642a8eb921,11/30/2016 10:15,11/30/2016 10:30,300,0,17031081202,17031081403,8,8,$6.00 ,$0.00 ,$0.00 ,$0.00 ,$6.00 ,Cash,Taxi Affiliation Services,41.90278805,-87.62614559,POINT (-87.626146 41.902788),41.89092203,-87.61886836,POINT (-87.618868 41.890922)
00a4cf77d801c9249b6ec037c83f6105f6db5f50,30edf2adde06c5b5d365eced7cf4b5020255da2bc604f133d3d1fd02d720d8a410ecd999b4346b6e4984cd472d0c17a460628833b9d80a6c51b6671f56100512,11/28/2016 21:15,11/28/2016 21:30,420,0.8,17031081403,17031320100,8,32,$6.00 ,$0.00 ,$0.00 ,$0.00 ,$6.00 ,Cash,,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.88498719,-87.62099291,POINT (-87.620993 41.884987)
00a4f11ce86e6c619b589ce2e21c7f1874045a89,c6afdfd8a7e77a6363705c79438ccc226e23e84f79c200ae985a7707e6626f5c402bb9275a0e3866d0174ec80e57ff47d542355d4c487da812c0540d5de12306,11/29/2016 22:45,11/29/2016 22:45,120,0.7,,,14,4,$4.75 ,$0.00 ,$0.00 ,$3.50 ,$8.75 ,Credit Card,,41.968069,-87.72155906,POINT (-87.721559 41.968069),41.97517094,-87.68751552,POINT (-87.687516 41.975171)
00a5f38d971b1b3771a83ed3633c2bdd9443ec7d,d6b9fdbd49ab2f061d9b2943b7d53a857fffbb54ab379a204eacff5bb94a2c335097608035b305452ef8e1b834e75e9405d7fadb793811de7d8341775d8dc182,11/24/2016 15:00,11/24/2016 15:30,1500,10.5,,,2,,$27.75 ,$0.00 ,$0.00 ,$0.00 ,$27.75 ,Credit Card,Northwest Management LLC,42.00157103,-87.69501259,POINT (-87.695013 42.001571),,,
00a6289cf54a7294f4f189936e0ddb4da58faf34,3671b00a8d3d78e49e75a0eb9796fbfa1ab2e07b89d7edbd09d6a614648be964da3b392cd8bf9200c4a56f992c0362c9f4f41fa328e6b3c4bda589bda7c90b0c,11/29/2016 12:45,11/29/2016 12:45,420,1.4,,,,,$7.00 ,$0.00 ,$0.00 ,$0.00 ,$7.00 ,Cash,,,,,,,
00a664416d0d41186077b0d208b7b59856bd9b53,0413a9ab42cd373f4ba885e546d8ea22731452db2199790b1fdc7e82e24815fe2707dee7184ccd0f81902acda8ed5b6b8665bdbae742c56de5d9776a9ce32b82,11/29/2016 18:30,11/29/2016 18:45,420,1.49,17031281900,17031839000,28,32,$7.00 ,$1.12 ,$0.00 ,$0.00 ,$8.62 ,Credit Card,,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.87101588,-87.63140653,POINT (-87.631407 41.871016)
00a677a4e9eced4769b42ac2eb400e5832c477e3,0fe23e02370ebec8e19b3e14aef062dcce992ddc2aaa53ac86b518e18e20b4518ca7cb564f92585caa23310a5230ebfa135ed0ec0adb18ec9a35b0c4beddbe64,11/26/2016 2:30,11/26/2016 2:45,420,1.8,,,8,24,$8.00 ,$4.00 ,$0.00 ,$1.50 ,$13.50 ,Credit Card,Chicago Medallion Leasing INC,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.90120699,-87.67635599,POINT (-87.676356 41.901207)
00a695528076a03cc8a53612c709d174b538cac5,145704ff91badf2808dafedfa719dddb09643f1563f8f6e23f839f6f94e7b7bc9b4d1f1d1462866064db58fca57d61409368f4b36fd05dbfea8697efd3006bf0,11/30/2016 20:45,11/30/2016 21:00,480,1.5,17031839100,17031081403,32,8,$7.75 ,$1.50 ,$0.00 ,$0.00 ,$9.25 ,Credit Card,Chicago Medallion Leasing INC,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.89092203,-87.61886836,POINT (-87.618868 41.890922)
00a72fb678175c8017de634d46753c337a84e51e,1db504e6239f762d41156d1a39e992c4fefbb68e190a24125bf9d69376be2e99342946ca096ae7ccf548b2fe2ac895d170adeef4c7ef1d919570f22bf823df88,11/29/2016 1:00,11/29/2016 1:15,702,3.54,,,8,33,$12.25 ,$0.00 ,$0.00 ,$0.00 ,$12.25 ,Cash,,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.85718386,-87.62033462,POINT (-87.620335 41.857184)
00a766dbbec7fef05fe17cdb82efce37cfe0f81a,d2e2551b3aeca409d73dc8ba0b05d74238d8c7c716e8e0fbdd1d6ddda8bd1990bed76e7220caeb027bcc7672d125b264664e1d06c530c48cee1c90b8010db76c,11/27/2016 10:30,11/27/2016 11:00,1020,4.3,,,28,7,$14.75 ,$2.95 ,$0.00 ,$0.00 ,$17.70 ,Credit Card,Dispatch Taxi Affiliation,41.87400538,-87.66351755,POINT (-87.663518 41.874005),41.92268628,-87.64948873,POINT (-87.649489 41.922686)
00a7aa9d9a3893bcdc5c8d7c4069d5353d2180ff,9aabfe03b5b0f6d742bc86499eae2a3e1d61180b0ea9d27077dea917225087d581da95ef46a99af98470517d4ca8a451bc8137bb27424564c18a03ed9d7969a4,11/30/2016 6:30,11/30/2016 6:45,1320,18.2,17031081201,17031980000,8,76,$44.50 ,$13.35 ,$0.00 ,$0.00 ,$57.85 ,Credit Card,Choice Taxi Association,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.97907082,-87.90303966,POINT (-87.90304 41.979071)
00a7cdcb8dfa084fb34be6ce7e97293568e8f5f1,2ae4fec79204ca9b95d2416570d995778ef8d6c6112d104e79d03c2008dc451d2c789803a280c6b8e8372ec32e4a62907075856abcad750a575ffefc6d0d7943,11/25/2016 2:45,11/25/2016 3:00,840,4.1,,,8,31,$13.50 ,$2.70 ,$0.00 ,$0.00 ,$16.20 ,Credit Card,Choice Taxi Association,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.85026637,-87.66756931,POINT (-87.667569 41.850266)
00a7d23ff7a01f015b5e76123f4ef72bb524827b,02857a67bbf50c536ccadbbd8716c5243702c08395fa7837eb330ae9deaae1f725cfcd5434d3f611ade2f50bd25f7fa9d6313fa22fbd5debbd4c5be0e3f9fb10,11/27/2016 14:30,11/27/2016 14:30,360,1.2,17031081403,17031839100,8,32,$6.50 ,$4.00 ,$0.00 ,$0.00 ,$10.50 ,Credit Card,Taxi Affiliation Services,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
00a83959edf2a7e60a993e9ba1aee78e06cf152c,c2d62be9d1a860b6333263d36820eabeaf42f289e773633a576f166d643acf7937d057c7252869edab4484368945e730bcabe8be03b62b3566a433b79e6c374a,11/24/2016 12:45,11/24/2016 13:30,2040,0.8,,,8,,$35.75 ,$0.00 ,$0.00 ,$0.00 ,$35.75 ,Cash,Taxi Affiliation Services,41.89960211,-87.63330804,POINT (-87.633308 41.899602),,,
00a84b5130a3a86dca4c7a5d1a1c3b7986bb3a86,6933327f9cc740e893a882282f7d06460207d6d4e084b364faf6781fd57adda678d4ec204f23e75715af66aa89a3dc0268184162d812bd8f1814ad129c81bdaa,11/25/2016 13:15,11/25/2016 13:30,840,1.5,17031081201,17031839100,8,32,$9.00 ,$0.00 ,$0.00 ,$1.00 ,$10.00 ,Cash,Dispatch Taxi Affiliation,41.89915561,-87.62621053,POINT (-87.626211 41.899156),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
00a8ff1318520fcd724fcb6e3cf5db54b939efa5,36730c4bc445cefa7a3394f810a0e4f2589690f53b8660dcfc7606aaa4b696b968e7c67eeb95cc5ceba57db18af40b11a1018a4fd2fec962464e023b74b7c547,11/30/2016 6:00,11/30/2016 6:15,420,3,,,,,$10.00 ,$0.00 ,$0.00 ,$5.00 ,$15.00 ,Cash,Dispatch Taxi Affiliation,,,,,,
00a9e9f4dacb0b6f40e7656c89452fd0261e0885,a46081c3777fd4e297a341de6dec9556c7f161fc209a4a6059d4d7af49e966f107b1cfa21f4a6f2e0725b6dd21fa5480ded22c8284ee7f8ba61578fe53035be0,11/25/2016 6:30,11/25/2016 7:00,1080,16.3,17031280100,17031980000,28,76,$39.75 ,$0.00 ,$0.00 ,$1.00 ,$40.75 ,Cash,Dispatch Taxi Affiliation,41.88530002,-87.64280847,POINT (-87.642808 41.8853),41.97907082,-87.90303966,POINT (-87.90304 41.979071)
00aa35248a67bfcf6a8ec27021d34d58788ebd1b,ac57085d1e217e7e2077876cc459e1274512d94bf2e79105895dca6849fcc6c7a28e54319843cc07e7c0f37211cfe8929ec04217eff829a0308f53c7eebf0aaf,11/30/2016 18:30,11/30/2016 18:30,0,0,,,22,22,$3.25 ,$0.00 ,$0.00 ,$0.00 ,$3.25 ,Cash,Taxi Affiliation Services,41.92276062,-87.69915534,POINT (-87.699155 41.922761),41.92276062,-87.69915534,POINT (-87.699155 41.922761)
00aa7958a14c529ef4af592eb014d80b33f5f5f3,91212dc93eb37970cde5aaa86add90ae008469d7c4c4670c1d053735f9e49f066da8f615611216833a379d79ef297fb855822f32e7cca6516be24697551c75b9,11/25/2016 17:00,11/25/2016 17:15,660,1.6,,,,,$8.25 ,$0.00 ,$0.00 ,$0.00 ,$8.25 ,Cash,,,,,,,
00aa7fd98c5f12f4df8171102bc4bc04a56b90f6,687e4d96be3cc961be4ce4608d2ad3bfadf54e3bbe80d706e066fd268dea4bce387cfa66ad249143808d0fed4ac39b01ea5e1d00faca6f07496eabd519ad812f,11/28/2016 17:00,11/28/2016 17:15,1620,6.9,,,32,3,$21.50 ,$2.00 ,$0.00 ,$0.00 ,$24.00 ,Credit Card,,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.96581197,-87.65587879,POINT (-87.655879 41.965812)
00aa8dca4a41da044b9f9b08d50aa8745dbb978d,21b6a618a3975334fec376b38bc8b8c88fb9f5f81c1789043f0662f9ea823231f40305485ba5722acf253d87c0329fc2bb5946cf8c5bb7d8238f65ada9285b84,11/29/2016 23:30,11/29/2016 23:45,840,3.3,17031838100,17031081500,28,8,$12.00 ,$2.00 ,$0.00 ,$1.00 ,$15.00 ,Credit Card,Taxi Affiliation Services,41.87866742,-87.67165362,POINT (-87.671654 41.878667),41.89250778,-87.62621491,POINT (-87.626215 41.892508)
00aa9272313d581df4d26081c7d0f6eaf24edbbc,09708048f99bff94fb5d6486cbcdc36d2b065837f03351fd786053138f6592a920dde34bc672d38bde908e01a5602ac217b1dd7719e260d262195b359540f328,11/29/2016 10:15,11/29/2016 10:30,1140,3.6,17031081300,17031841000,8,33,$14.25 ,$3.00 ,$0.00 ,$2.00 ,$19.25 ,Credit Card,Chicago Medallion Leasing INC,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.84924675,-87.6241353,POINT (-87.624135 41.849247)
00aaa336d3e97efe26f503bace8c0cd12eb2a6ff,cff56a4631c57b1281b2f3225ea2f1133b43453cfd8b794ae006e0e7701d9a1bf7f4bb10696bf4db26d61d6f7b238f9f5b7b296e9a2dec5cac950812d13a3f05,11/30/2016 9:00,11/30/2016 9:15,420,0.5,17031839100,17031839100,32,32,$5.75 ,$0.00 ,$0.00 ,$0.00 ,$5.75 ,Cash,Northwest Management LLC,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
00ab0ecb0d23dd5daa4d830885b76a5edbf3ce55,e7fef14bf98a751c5a779631d3dd85d04196ca369678b48621091ba582a81b802ef50369cd5bbca33a5adf4a4929e6a37c02f83965b79908930d8b77f1c64ba3,11/28/2016 0:15,11/28/2016 0:15,60,0.7,,,,,$4.75 ,$3.00 ,$0.00 ,$1.50 ,$9.75 ,Credit Card,,,,,,,
00ab6de8ad781d8f7de9016a68aa13e5f90ffcde,21ccb8006a50da9b1bb1aa2e69d37547a7ef8bf3d2b975df8420f57570664e8f950354a4f21c0d5ad12d432e12a2f803d65a84bc852f7fe8bd05d162788e7cdd,11/30/2016 17:30,11/30/2016 17:45,420,0,17031081800,17031839100,8,32,$6.25 ,$2.00 ,$0.00 ,$0.00 ,$8.25 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.88099447,-87.63274649,POINT (-87.632746 41.880994)
